image_start,step_instruction,question,answer,response,acc
episode_5234/step_001.jpg,Click on the projects drop down at the bottom of the screen.,"Is the ""Projects"" option the first item in the drop-down menu?",Yes,Yes,100.0
episode_4812/step_002.jpg,Click on the business category from the categories mentioned below the name of the app.,"After clicking on the business category, is the current section labeled ""Business""?",Yes,Yes,100.0
episode_2387/step_003.jpg,swipe right to left to view the pizza menu,"After the swipe, does the delivery location still show ""Amani Shah Colony""?",Yes,Yes,100.0
episode_18875/step_005.jpg,Swipe down the circle icon,Is the icon for comments still shown at the bottom of the screen?,Yes,Yes,100.0
episode_2814/step_003.jpg,Scroll up on the screen to read the whole article.,Is the article title still visible after scrolling up?,No,No,100.0
episode_7643/step_001.jpg,Click on the Read More option in the middle of the screen.,"Is the artwork still titled ""The Starry Night"" after clicking ""Read More""?",Yes,Yes,100.0
episode_18773/step_006.jpg,Swipe right the Latest live drawing ,"Is the ""Latest live drawings"" section still displaying items after the swipe?",Yes,Yes,100.0
episode_18773/step_006.jpg,Swipe right the Latest live drawing ,Is the background color of the application different after the swipe?,No,No,100.0
episode_16275/step_000.jpg,Click on the read more option,"Is the description of the Street Museum of Art longer after clicking ""Read more""?",Yes,Yes,100.0
episode_16426/step_002.jpg,Swipe up to view the details option ,"Is the ""Make an Offer"" button missing after the swipe?",No,Yes,0.0
episode_18875/step_005.jpg,Swipe down the circle icon,Did the time change from 11:04 to 11:05 after the swipe action?,Yes,No,0.0
episode_16426/step_002.jpg,Swipe up to view the details option ,Is the condition of the artwork detailed in the first state?,No,No,100.0
episode_6236/step_006.jpg,Type in Berlin.,"Does the search bar still prompt ""Enter a city, airport, or place"" after the change?",No,No,100.0
episode_18875/step_005.jpg,Swipe down the circle icon,"Did the title change from ""Tomorrowland festive"" to ""Tomorrowland Festival""?",No,No,100.0
episode_5897/step_002.jpg,Clear the Text bar,Was the action taken to clear the text bar successful?,Yes,Yes,100.0
episode_7827/step_002.jpg,Scroll down find art by Kamila Stanklewicz,Is the UI theme still dark after the scroll action?,Yes,Yes,100.0
episode_16275/step_000.jpg,Click on the read more option,"Did the title change after clicking ""Read more""?",No,No,100.0
episode_16979/step_004.jpg,Type vegan spinach and mushroom lasagna in the search bar.,Is the time displayed on the device screen the same in both images?,Yes,Yes,100.0
episode_20033/step_002.jpg,Type Heladeria Catania in the search box.,"Did the search box display the term ""Heladería Catania"" after the change?",Yes,Yes,100.0
episode_16275/step_000.jpg,Click on the read more option,Is the logo of the Street Museum of Art altered after the action?,No,No,100.0
episode_13428/step_010.jpg,Go back.,"Is the top navigation title still ""Cruise Lengths"" after going back?",No,No,100.0
episode_719/step_001.jpg,Click on the + icon at the bottom of screen,Does the + icon remain visible after the action is performed?,Yes,No,0.0
episode_5234/step_001.jpg,Click on the projects drop down at the bottom of the screen.,"Does the ""Projects"" option have a checkmark next to it after the action?",Yes,Yes,100.0
episode_16275/step_000.jpg,Click on the read more option,"Is the action ""Read more"" visible in the after image?",No,No,100.0
episode_16426/step_002.jpg,Swipe up to view the details option ,"Is the title of the artwork still ""Crucifixion (Corpus Hypercubus)"" after the swipe?",Yes,Yes,100.0
episode_7827/step_002.jpg,Scroll down find art by Kamila Stanklewicz,"Is the ""Reference Manual"" still present on the screen?",No,No,100.0
episode_2387/step_003.jpg,swipe right to left to view the pizza menu,"Is the price of ""MV Deal 2"" still Rs. 550 after the swipe?",Yes,No,0.0
episode_5897/step_002.jpg,Clear the Text bar,"After clearing the text bar, does it still display ""Recording 1""?",No,No,100.0
episode_1024/step_002.jpg,Swipe up to Favorites option,"Is ""Travel"" still listed in the available topics after the action?",Yes,No,0.0
episode_3845/step_005.jpg,Scroll up on the screen.,"Is the ""Folding Box"" visible on the screen after the scroll?",No,No,100.0
episode_16979/step_004.jpg,Type vegan spinach and mushroom lasagna in the search bar.,"Is the text ""vegan spinach and mushroom lasagna"" still present in the search bar after the change?",Yes,Yes,100.0
episode_1024/step_002.jpg,Swipe up to Favorites option,"Did the ""Explore"" button remain unchanged after the swipe action?",Yes,No,0.0
episode_20033/step_002.jpg,Type Heladeria Catania in the search box.,"Is the location for ""Heladería Catania"" still visible after the change?",Yes,Yes,100.0
episode_13428/step_010.jpg,Go back.,"Is the option for ""4 - 6 Nights"" still selected after going back?",Yes,Yes,100.0
episode_7827/step_002.jpg,Scroll down find art by Kamila Stanklewicz,"Is ""Let's Explore! Gradients"" still present after the scroll?",Yes,No,0.0
episode_7827/step_002.jpg,Scroll down find art by Kamila Stanklewicz,"Is ""Infinite Painter 7"" still visible on the screen after scrolling?",No,No,100.0
episode_16979/step_004.jpg,Type vegan spinach and mushroom lasagna in the search bar.,Does the keyboard remain visible after the search has been performed?,Yes,No,0.0
episode_7827/step_002.jpg,Scroll down find art by Kamila Stanklewicz,"Is ""Kamila Stanklewicz"" now visible on the screen?",Yes,Yes,100.0
episode_20033/step_002.jpg,Type Heladeria Catania in the search box.,Was the time displayed on the device the same before and after the change?,No,No,100.0
episode_20033/step_002.jpg,Type Heladeria Catania in the search box.,Is the text in the search box editable after the change?,Yes,Yes,100.0
episode_2814/step_003.jpg,Scroll up on the screen to read the whole article.,"Is the ""TAP TO LOAD IMAGE"" option still visible after scrolling?",No,No,100.0
episode_7827/step_002.jpg,Scroll down find art by Kamila Stanklewicz,"Is the ""Learn the Basics"" section now part of the displayed content?",No,No,100.0
episode_9753/step_000.jpg,Swipe up to view the results,Is there an additional artwork listed with a specific title after the swipe?,Yes,Yes,100.0
episode_5897/step_002.jpg,Clear the Text bar,Does the timestamp at the top of the screen change between the two images?,No,No,100.0
episode_2387/step_003.jpg,swipe right to left to view the pizza menu,"Is ""Medium 10"" Pizza & 2 Soft Drinks (345 ML)"" still seen in ""MV Deal 3"" after the swipe?",Yes,No,0.0
episode_2387/step_003.jpg,swipe right to left to view the pizza menu,"Is ""Large 13"" Pizza & 1 Litre Soft-Drink"" still part of ""MV Deal 4"" after the swipe?",Yes,Yes,100.0
episode_16275/step_000.jpg,Click on the read more option,"Is there a new button added after clicking ""Read more""?",No,No,100.0
episode_15204/step_012.jpg,Click on the library tab,"Did the screen title change from ""Home"" to ""Library"" after clicking the library tab?",Yes,Yes,100.0
episode_216/step_005.jpg,Click on the right tick key ,Is the number of products displayed on the screen still zero after the change?,No,No,100.0
episode_15204/step_012.jpg,Click on the library tab,Is the battery icon still visible and unchanged after switching tabs?,Yes,Yes,100.0
episode_3845/step_005.jpg,Scroll up on the screen.,Are there any new items added to the screen after the scroll up?,Yes,No,0.0
episode_2814/step_003.jpg,Scroll up on the screen to read the whole article.,"After scrolling, does the content now include information about the technology discussed?",Yes,Yes,100.0
episode_5990/step_001.jpg,go back again,Are the battery and signal icons present in both images?,Yes,Yes,100.0
episode_6207/step_013.jpg,Tap on the search button at the bottom of the screen,Is the interface still showing the same background image as before the search was initiated?,No,No,100.0
episode_2814/step_003.jpg,Scroll up on the screen to read the whole article.,Is the bottom section of the article visible after the scroll action?,Yes,Yes,100.0
episode_15405/step_002.jpg,Swipe up to View the product details,Is there a discount shown on the product in the after state?,Yes,No,0.0
episode_6623/step_003.jpg,Scroll Up,"After scrolling up, are the product details still visible on the screen?",No,Yes,0.0
episode_216/step_005.jpg,Click on the right tick key ,Are there any product images displayed on the screen after the change?,Yes,Yes,100.0
episode_6207/step_011.jpg,Tap on the apply button at the bottom of the screen,"Is the screen still displaying the calendar after tapping the ""Apply"" button?",No,No,100.0
episode_6207/step_011.jpg,Tap on the apply button at the bottom of the screen,Are the travel destinations displayed on the new screen?,Yes,Yes,100.0
episode_9753/step_000.jpg,Swipe up to view the results,"Is the title of the featured artwork still ""Artwork"" after the swipe up?",Yes,No,0.0
episode_216/step_005.jpg,Click on the right tick key ,"After the change, does the UI still show a loading spinner?",No,Yes,0.0
episode_11946/step_006.jpg,Scroll up to learn more.,Is the constellation name visible in both the before and after states?,Yes,No,0.0
episode_6207/step_011.jpg,Tap on the apply button at the bottom of the screen,Is the button for applying changes still visible on the new screen?,No,No,100.0
episode_216/step_005.jpg,Click on the right tick key ,"Is the ""SORT"" option still present after the change?",Yes,Yes,100.0
episode_5990/step_001.jpg,go back again,Are there fewer reviews displayed after going back?,Yes,Yes,100.0
episode_15204/step_012.jpg,Click on the library tab,Is there still a notification indicator visible after switching to the library tab?,Yes,Yes,100.0
episode_15204/step_012.jpg,Click on the library tab,Did the time displayed on the screen change after clicking the library tab?,No,No,100.0
episode_10559/step_002.jpg,Type Paramedic news,"Was the search term changed from ""Search NBC News"" to ""Paramedic news""?",Yes,Yes,100.0
episode_5990/step_001.jpg,go back again,Did the screen display show reviews after going back?,No,No,100.0
episode_3845/step_005.jpg,Scroll up on the screen.,"Does the ""Rifle"" appear in the new screen view after scrolling up?",Yes,No,0.0
episode_5990/step_001.jpg,go back again,Is there a chat feature showing on the screen after the action?,No,Yes,0.0
episode_3845/step_005.jpg,Scroll up on the screen.,"Is the ""Naruto Shuriken"" still visible on the screen after scrolling up?",No,No,100.0
episode_17258/step_002.jpg,select the delete button,"Is the event ""Aleksi Birthday"" still visible on the calendar after selecting the delete button?",No,No,100.0
episode_15204/step_012.jpg,Click on the library tab,Does the library tab show any folders or categories after the change?,Yes,Yes,100.0
episode_6463/step_000.jpg,Click on the tab About.,Does the text contain the biography of Leonardo da Vinci after the click action?,Yes,Yes,100.0
episode_15597/step_004.jpg,Click on the LOG IN button,Is there an option to sign in using Facebook after the change?,Yes,No,0.0
episode_11946/step_006.jpg,Scroll up to learn more.,Did the scroll action remove the icons for visibility and 3D features in the after state?,No,Yes,0.0
episode_20033/step_002.jpg,Type Heladeria Catania in the search box.,Is the option to choose on the map available after the change?,Yes,Yes,100.0
episode_6463/step_000.jpg,Click on the tab About.,"Is the tab ""About"" visible after the click action?",Yes,Yes,100.0
episode_3770/step_001.jpg,Go back to setting home page,Does the settings home page now show a new background color?,No,No,100.0
episode_216/step_005.jpg,Click on the right tick key ,Does the screen still show a message indicating loading after clicking the tick key?,No,Yes,0.0
episode_2673/step_009.jpg,Swipe up,"Is the ""Commercial"" option selected after the swipe up?",No,No,100.0
episode_3770/step_001.jpg,Go back to setting home page,"Is the ""Search settings"" bar present in the after state?",Yes,Yes,100.0
episode_6207/step_013.jpg,Tap on the search button at the bottom of the screen,Are there any prices displayed on the screen after the search button is tapped?,Yes,Yes,100.0
episode_6463/step_000.jpg,Click on the tab About.,"Is the tab ""Auction Results"" still visible after the change?",Yes,Yes,100.0
episode_11946/step_006.jpg,Scroll up to learn more.,Is the visibility icon visible in the after state?,Yes,No,0.0
episode_6207/step_011.jpg,Tap on the apply button at the bottom of the screen,"Did the user tap on the ""Apply"" button?",Yes,Yes,100.0
episode_11946/step_006.jpg,Scroll up to learn more.,Did the action result in displaying more information about the Sun in the after state?,Yes,Yes,100.0
episode_3770/step_001.jpg,Go back to setting home page,"Are specific icons for ""Security & privacy"" still displayed in the after screen?",Yes,Yes,100.0
episode_2673/step_009.jpg,Swipe up,"Is ""Independent House/Villa"" still visible after the swipe up?",Yes,Yes,100.0
episode_2673/step_009.jpg,Swipe up,"Is the ""Buy"" option still visible after the swipe up?",No,No,100.0
episode_2387/step_003.jpg,swipe right to left to view the pizza menu,"Is ""P.Pan 7” Pizza"" now visible after the swipe?",Yes,Yes,100.0
episode_15476/step_005.jpg,"Click on the Berlin,Germany location","Is the ""Install"" button still present after the action?",Yes,Yes,100.0
episode_6463/step_000.jpg,Click on the tab About.,"Does the screen show a list of artworks after clicking ""About""?",No,No,100.0
episode_2673/step_009.jpg,Swipe up,Does the budget range remain the same after the swipe up?,Yes,Yes,100.0
episode_15476/step_005.jpg,"Click on the Berlin,Germany location","Is the loading message still visible after clicking on the Berlin, Germany location?",No,Yes,0.0
episode_3770/step_001.jpg,Go back to setting home page,"Has the ""Sound & vibration"" section been removed from the settings home page after the action?",No,No,100.0
episode_10089/step_002.jpg,Swipe up to Notifications,Is the theme setting visible after the swipe up action?,Yes,No,0.0
episode_2387/step_003.jpg,swipe right to left to view the pizza menu,"After the swipe, is ""Royal Crown Pizza"" still displayed on the screen?",No,Yes,0.0
episode_6562/step_005.jpg,Type Israel Hamas,Is the text input field empty after the change?,No,No,100.0
episode_17258/step_002.jpg,select the delete button,Is there an option to cancel the deletion of the event in the confirmation dialog?,Yes,No,0.0
episode_15204/step_012.jpg,Click on the library tab,Is there a video showing in the library that was not visible in the home view?,Yes,Yes,100.0
episode_6562/step_005.jpg,Type Israel Hamas,Does the keyboard layout remain the same before and after the change?,Yes,No,0.0
episode_6463/step_000.jpg,Click on the tab About.,Is there any additional information about Leonardo da Vinci that appears after the click?,Yes,Yes,100.0
episode_216/step_005.jpg,Click on the right tick key ,"Is the ""FILTER"" option still visible after the action was performed?",Yes,Yes,100.0
episode_17258/step_002.jpg,select the delete button,Does the screen display a confirmation message asking if you want to delete the event?,Yes,No,0.0
episode_3770/step_001.jpg,Go back to setting home page,"Is the ""Display"" option now visible on the settings home page?",Yes,Yes,100.0
episode_17258/step_002.jpg,select the delete button,Is the date of the deleted event still shown on the calendar view?,No,No,100.0
episode_6562/step_005.jpg,Type Israel Hamas,Did the user type more than three words in the input field after the change?,No,No,100.0
episode_14768/step_015.jpg,Click on the search button to search for the flights.,Do the prices for the flights show different values after the action?,Yes,Yes,100.0
episode_2673/step_009.jpg,Swipe up,"Is the ""Residential"" option still selected after the swipe up?",Yes,Yes,100.0
episode_20131/step_003.jpg,Click on the Artwork option ,Is there a message indicating that no sections are found after clicking on the Artwork option?,No,No,100.0
episode_17258/step_002.jpg,select the delete button,Is there now a pending task displayed in the calendar after the delete action?,Yes,No,0.0
episode_17258/step_002.jpg,select the delete button,Is the delete button still visible on the screen after confirming the deletion?,No,No,100.0
episode_14768/step_015.jpg,Click on the search button to search for the flights.,Is the search button still visible after the action?,No,No,100.0
episode_20131/step_003.jpg,Click on the Artwork option ,Are there more than 500 artworks displayed after the action?,Yes,Yes,100.0
episode_11946/step_006.jpg,Scroll up to learn more.,"Is the ""3D"" option visible in both images?",Yes,No,0.0
episode_14768/step_015.jpg,Click on the search button to search for the flights.,"After the action, is there a list of flight options displayed?",Yes,Yes,100.0
episode_12289/step_009.jpg,Click on the Play icon,"In the after state, is there a pause button visible?",Yes,Yes,100.0
episode_14768/step_015.jpg,Click on the search button to search for the flights.,"After clicking the search button, does the screen now show details for the cheapest flight?",Yes,No,0.0
episode_12289/step_009.jpg,Click on the Play icon,"After clicking the Play icon, does the screen show a play progress of 0:02?",Yes,No,0.0
episode_11410/step_001.jpg,Get back to the Home Workout App homepage ,Is the total number of workouts recorded still at 3?,Yes,Yes,100.0
episode_9753/step_000.jpg,Swipe up to view the results,"Does the app view still have the ""Sort & Filter"" option after the swipe?",Yes,Yes,100.0
episode_6562/step_005.jpg,Type Israel Hamas,"Did the user type ""Hamas"" in the input field?",Yes,Yes,100.0
episode_11410/step_001.jpg,Get back to the Home Workout App homepage ,Does the UI still show the current date as June 21 after the action?,Yes,No,0.0
episode_9753/step_000.jpg,Swipe up to view the results,Are there any artworks that have new titles after the swipe up?,Yes,Yes,100.0
episode_14556/step_010.jpg,Scroll down to find Sushi recipe,"Is the ""Show Filters"" button still present after the scroll action?",Yes,Yes,100.0
episode_6562/step_005.jpg,Type Israel Hamas,Is the search icon visible in both images?,Yes,Yes,100.0
episode_12289/step_009.jpg,Click on the Play icon,"In the after state, is the time displayed as 0:00?",No,No,100.0
episode_1024/step_006.jpg,Click on the Create Gallery button,Is there a back arrow visible in both images?,Yes,Yes,100.0
episode_19019/step_001.jpg,Click on the search tab at the bottom of the screen to search for the recipe.,Does the screen show a list of recipes after clicking the search tab?,No,No,100.0
episode_12289/step_009.jpg,Click on the Play icon,Is the audio playback control present in the after state?,Yes,Yes,100.0
episode_20131/step_003.jpg,Click on the Artwork option ,Does the screen display artwork images after clicking on the Artwork option?,Yes,Yes,100.0
episode_11946/step_006.jpg,Scroll up to learn more.,Is the description of the Sun longer in the after state compared to the before state?,Yes,Yes,100.0
episode_14178/step_005.jpg,Click on the mountain mist music ,"Is the music track ""tranquil beauty"" still visible after the action?",No,No,100.0
episode_13619/step_004.jpg,Type evankramer@gmail.com,Did the visibility of the keyboard change between the two images?,No,No,100.0
episode_14269/step_005.jpg,Scroll up on the screen.,"Is the ""Get Pro"" button still visible after scrolling up?",Yes,Yes,100.0
episode_13349/step_003.jpg,Click on the Blank option to select the blank document.,"Is the ""Scan to Word"" option still displayed in the new document interface?",No,No,100.0
episode_13619/step_004.jpg,Type evankramer@gmail.com,"Has the ""To"" field changed to show evankramer@gmail.com?",Yes,Yes,100.0
episode_5684/step_006.jpg,Click on the middle point of this constellation to view the details of this constellation.,"Is the constellation name ""THE WILD GOAT"" shown in a different position after clicking?",No,Yes,0.0
episode_11410/step_001.jpg,Get back to the Home Workout App homepage ,Is the homepage of the Home Workout App visible after the action?,No,Yes,0.0
episode_20131/step_003.jpg,Click on the Artwork option ,"Does the search bar still display ""Salvador Dali"" after clicking the Artwork option?",Yes,Yes,100.0
episode_14269/step_005.jpg,Scroll up on the screen.,"Is ""wangkui"" still in the same position in the Casual section after scrolling up?",Yes,No,0.0
episode_6207/step_011.jpg,Tap on the apply button at the bottom of the screen,Does the new screen indicate only one traveler selected?,Yes,Yes,100.0
episode_13619/step_004.jpg,Type evankramer@gmail.com,"Is there an email address in the ""From"" field?",Yes,Yes,100.0
episode_5684/step_006.jpg,Click on the middle point of this constellation to view the details of this constellation.,Is the label for the constellation still visible after the click?,Yes,No,0.0
episode_11410/step_001.jpg,Get back to the Home Workout App homepage ,Is the total number of calories burned shown as 165 after performing the action?,Yes,No,0.0
episode_11410/step_001.jpg,Get back to the Home Workout App homepage ,"Does the app still display the ""Done"" button after the action?",No,No,100.0
episode_19019/step_001.jpg,Click on the search tab at the bottom of the screen to search for the recipe.,Is the search tab visible at the bottom of the screen after the action?,Yes,Yes,100.0
episode_15476/step_005.jpg,"Click on the Berlin,Germany location",Does the after image show a specific weather condition description?,Yes,No,0.0
episode_6809/step_003.jpg,Click on the cross icon at the top right corner of the screen to clear the search bar,Is the search bar displaying any text after clicking the cross icon?,No,No,100.0
episode_2860/step_001.jpg,go back again,"After going back, does the screen now display reviews for specific products?",No,No,100.0
episode_13619/step_004.jpg,Type evankramer@gmail.com,"Is the email address lucaskramer733@gmail.com still showing as the ""From"" email?",Yes,Yes,100.0
episode_13619/step_004.jpg,Type evankramer@gmail.com,Is the URL still present in the email body after the change?,No,Yes,0.0
episode_6638/step_003.jpg,Click on the business category from the categories mentioned below the app name.,"Is the app currently displaying information related to the ""Business"" category after the click?",Yes,Yes,100.0
episode_14178/step_005.jpg,Click on the mountain mist music ,"Is there a visible timer for the ""mountain mist"" track on the screen after the action?",No,Yes,0.0
episode_13349/step_003.jpg,Click on the Blank option to select the blank document.,"Does the screen show a new document editing interface after selecting ""Blank""?",Yes,Yes,100.0
episode_13619/step_004.jpg,Type evankramer@gmail.com,Does the keyboard layout remain the same in both images?,Yes,Yes,100.0
episode_6638/step_003.jpg,Click on the business category from the categories mentioned below the app name.,"Did the alert section remain unchanged after the click on the ""Business"" category?",Yes,Yes,100.0
episode_1198/step_005.jpg,Click on serious eats,Is the Serious Eats logo visible in the after image?,Yes,Yes,100.0
episode_1198/step_005.jpg,Click on serious eats,Are there more items displayed on the screen in the after image compared to the before image?,Yes,Yes,100.0
episode_14620/step_002.jpg,click on search bar again,Does the interface switch from dark mode to light mode after clicking on the search bar?,No,No,100.0
episode_1741/step_006.jpg,Swipe up to Basic geometry and Measurement,"Does the ""Kindergarten"" option appear after the swipe?",Yes,No,0.0
episode_1198/step_005.jpg,Click on serious eats,Is the overall background color of the screen different between the two images?,No,Yes,0.0
episode_6638/step_003.jpg,Click on the business category from the categories mentioned below the app name.,Is the app still showing news related to Maui wildfires after switching categories?,No,No,100.0
episode_6638/step_003.jpg,Click on the business category from the categories mentioned below the app name.,"Is there a new article about wildfires displayed in the ""Business"" category?",No,No,100.0
episode_6809/step_003.jpg,Click on the cross icon at the top right corner of the screen to clear the search bar,"Is the text ""Search"" visible in the search bar after clearing it?",Yes,Yes,100.0
episode_5563/step_006.jpg,Swipe up to view more options.,"After the action, are there new categories available under ""Shop By Category""?",Yes,Yes,100.0
episode_15476/step_005.jpg,"Click on the Berlin,Germany location",Does the screen show the current temperature after the action?,Yes,No,0.0
episode_14556/step_010.jpg,Scroll down to find Sushi recipe,"Is ""Salad Sushi Rolls"" visible after scrolling down?",No,Yes,0.0
episode_6207/step_013.jpg,Tap on the search button at the bottom of the screen,Are the flight options organized into categories after tapping the search button?,Yes,No,0.0
episode_2860/step_001.jpg,go back again,"After going back, do you see items listed with prices?",Yes,Yes,100.0
episode_14620/step_002.jpg,click on search bar again,Does the keyboard appear after clicking on the search bar?,Yes,Yes,100.0
episode_6809/step_003.jpg,Click on the cross icon at the top right corner of the screen to clear the search bar,Do the search results change after clicking the cross icon?,No,Yes,0.0
episode_14620/step_002.jpg,click on search bar again,Is the battery icon visible in both images?,Yes,Yes,100.0
episode_1741/step_006.jpg,Swipe up to Basic geometry and Measurement,"Is ""Class 6 Math (India) - Hindi"" visible after the swipe?",No,No,100.0
episode_14269/step_005.jpg,Scroll up on the screen.,"Is ""Aaliyah Hinojosa"" still visible in the Casual section after scrolling up?",Yes,Yes,100.0
episode_5455/step_003.jpg,Add gmail bianca.rossi1967@gmail.com,Did the screen time change from 12:33 to 12:34?,Yes,No,0.0
episode_6207/step_013.jpg,Tap on the search button at the bottom of the screen,Is the button for searching still visible after the search button has been tapped?,No,No,100.0
episode_14269/step_005.jpg,Scroll up on the screen.,"Is ""My digital art"" still visible in the Creator Sets section after scrolling up?",No,No,100.0
episode_14620/step_002.jpg,click on search bar again,Has the signal strength icon changed after clicking on the search bar?,No,No,100.0
episode_5455/step_003.jpg,Add gmail bianca.rossi1967@gmail.com,Is the email address in the 'To' field the same in both images?,No,No,100.0
episode_15476/step_005.jpg,"Click on the Berlin,Germany location",Is the dropdown menu visible in the after image?,No,No,100.0
episode_6809/step_003.jpg,Click on the cross icon at the top right corner of the screen to clear the search bar,Does the cross icon remain visible after clearing the search bar?,Yes,No,0.0
episode_907/step_010.jpg,Scroll up to read the story.,Does the after image contain more detailed information about how to treat colic compared to the before image?,Yes,No,0.0
episode_1741/step_006.jpg,Swipe up to Basic geometry and Measurement,"After the swipe, is ""Class 9 (Old)"" still visible?",No,No,100.0
episode_6638/step_003.jpg,Click on the business category from the categories mentioned below the app name.,"Is the ""World"" category still visible after switching to the ""Business"" category?",Yes,Yes,100.0
episode_11410/step_001.jpg,Get back to the Home Workout App homepage ,Is there an advertisement visible on the screen after the action?,Yes,No,0.0
episode_5897/step_003.jpg,Add Title as Mike,Was the keyboard visible before the update but not visible after?,No,No,100.0
episode_16128/step_007.jpg,Click on the pay icon to start podcast,"Is the ""share"" icon visible in both images?",Yes,Yes,100.0
episode_6207/step_013.jpg,Tap on the search button at the bottom of the screen,"Is there a message saying ""Searching for lower prices..."" present after tapping the search button?",Yes,Yes,100.0
episode_6346/step_006.jpg,Long press on the cross icon.,Is the search field still visible after the action was performed?,Yes,Yes,100.0
episode_14620/step_002.jpg,click on search bar again,Is the search bar still visible after clicking on it?,Yes,Yes,100.0
episode_14620/step_002.jpg,click on search bar again,Are the recent requests still visible after clicking on the search bar?,Yes,Yes,100.0
episode_5455/step_003.jpg,Add gmail bianca.rossi1967@gmail.com,Did the 'To' field change from empty to filled with an email address?,Yes,Yes,100.0
episode_5563/step_006.jpg,Swipe up to view more options.,"After the swipe up action, is the ""FANTASTIC FASHION SALE"" section still visible?",No,No,100.0
episode_1741/step_006.jpg,Swipe up to Basic geometry and Measurement,"Is ""Class 12 math (India)"" still present after the swipe?",No,No,100.0
episode_14537/step_002.jpg,click on search bar,Does the keyboard appear on the screen after clicking the search bar?,Yes,Yes,100.0
episode_5563/step_006.jpg,Swipe up to view more options.,"Is the ""Shop for"" section still at the top of the screen after the swipe up?",Yes,No,0.0
episode_13886/step_001.jpg,Tap on the read button,"After the action, does the option to subscribe still appear on the screen?",No,No,100.0
episode_1198/step_002.jpg,Click on Pinkvilla,"Is the ""Entertainment"" tab still highlighted after clicking on Pinkvilla?",Yes,Yes,100.0
episode_5897/step_003.jpg,Add Title as Mike,Is the filename field still empty after the change?,No,No,100.0
episode_1198/step_002.jpg,Click on Pinkvilla,Is the main interface still dark-themed after the change?,Yes,Yes,100.0
episode_16128/step_007.jpg,Click on the pay icon to start podcast,Is the play button on the video player visible in the after image?,No,Yes,0.0
episode_3793/step_005.jpg,Click on the Convert button,Does the new screen show user ratings for the app?,Yes,No,0.0
episode_3793/step_005.jpg,Click on the Convert button,Is the application still the same after clicking the Convert button?,No,Yes,0.0
episode_14537/step_002.jpg,click on search bar,Is the search bar visible in the after state?,Yes,Yes,100.0
episode_5897/step_003.jpg,Add Title as Mike,"Is the character ""M"" in uppercase in the updated title?",Yes,Yes,100.0
episode_4602/step_003.jpg,Type Steak on the screen.,Does the user still have a search term entered after the change?,Yes,Yes,100.0
episode_4602/step_003.jpg,Type Steak on the screen.,"Was the search term changed from ""Hungry?"" to ""Steak""?",Yes,Yes,100.0
episode_6346/step_006.jpg,Long press on the cross icon.,"After performing the action, is the keyboard still displayed on the screen?",Yes,Yes,100.0
episode_2860/step_001.jpg,go back again,"After going back, does the page show reviews from previous months?",No,Yes,0.0
episode_6638/step_003.jpg,Click on the business category from the categories mentioned below the app name.,"Does the app now have a new headline about sales struggles in the ""Business"" category?",Yes,No,0.0
episode_2860/step_001.jpg,go back again,"After going back, is there a ""Filter"" option available?",Yes,No,0.0
episode_3793/step_005.jpg,Click on the Convert button,Did the device display a new app after the Convert action?,Yes,No,0.0
episode_14537/step_002.jpg,click on search bar,Are the top searches displayed after clicking the search bar?,Yes,Yes,100.0
episode_9195/step_002.jpg,Click on the important note,Did the screen display change from a list view to an edit view after clicking the important note?,Yes,Yes,100.0
episode_4977/step_010.jpg,Go back to the app.,"After going back to the app, is the ""First Quarter alert"" setting enabled?",No,No,100.0
episode_1198/step_002.jpg,Click on Pinkvilla,"Is there still a ""Photos"" tab visible after clicking on Pinkvilla?",Yes,Yes,100.0
episode_4977/step_010.jpg,Go back to the app.,"After going back to the app, does the screen display a ""Sound"" option?",No,No,100.0
episode_907/step_010.jpg,Scroll up to read the story.,"After scrolling up, is there a list of causes of colic in babies shown in the after image?",Yes,No,0.0
episode_1198/step_005.jpg,Click on serious eats,Is the date of the last update visible in the after image?,Yes,No,0.0
episode_4977/step_010.jpg,Go back to the app.,"After going back to the app, is the ""Moon info notification"" setting enabled?",Yes,Yes,100.0
episode_13886/step_001.jpg,Tap on the read button,"After tapping the read button, is there a new page displayed?",Yes,Yes,100.0
episode_4977/step_010.jpg,Go back to the app.,"After going back to the app, is the ""New Moon alert"" setting still enabled?",Yes,Yes,100.0
episode_9195/step_002.jpg,Click on the important note,"Is the note titled ""Important"" still visible after clicking on it?",Yes,No,0.0
episode_1198/step_002.jpg,Click on Pinkvilla,Did the app display new content after clicking on Pinkvilla?,Yes,Yes,100.0
episode_11520/step_002.jpg,Type in My collections in name.,Does the keyboard show a different layout after typing in the folder name?,No,No,100.0
episode_4977/step_010.jpg,Go back to the app.,"After going back to the app, is the ""Location"" setting shown?",Yes,No,0.0
episode_2916/step_003.jpg,Click on the Visual arts option,"Are ""Visual arts"" and ""Crafts"" still available options after clicking on Visual arts?",Yes,Yes,100.0
episode_9195/step_002.jpg,Click on the important note,"Are the items listed under ""Important"" different before and after the click?",No,No,100.0
episode_907/step_010.jpg,Scroll up to read the story.,Is there an image of a baby crying in the after image?,No,No,100.0
episode_907/step_010.jpg,Scroll up to read the story.,"After scrolling, do both images show the same emoji options at the bottom?",Yes,No,0.0
